"Address","Occurrences","Indexability","Indexability Status","Canonical Link Element 1","HTTP Canonical","Meta Robots 1","X-Robots-Tag 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1"
"https://sanatkaravani.com/category/resim/","1","Indexable","","https://sanatkaravani.com/category/resim/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/resim/page/2/","","",""
"https://sanatkaravani.com/category/gundem/","1","Indexable","","https://sanatkaravani.com/category/gundem/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/genel/","1","Indexable","","https://sanatkaravani.com/category/genel/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/genel/page/2/","","",""
"https://sanatkaravani.com/category/muzik/","1","Indexable","","https://sanatkaravani.com/category/muzik/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/muzik/page/2/","","",""
"https://sanatkaravani.com/author/ahuakkaya/","1","Indexable","","https://sanatkaravani.com/author/ahuakkaya/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/ahuakkaya/page/2/","","",""
"https://sanatkaravani.com/category/heykel/","1","Indexable","","https://sanatkaravani.com/category/heykel/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/heykel/page/2/","","",""
"https://sanatkaravani.com/2021-siena-uluslararasi-fotograf-yarismasi-kazananlari/","1","Indexable","","https://sanatkaravani.com/2021-siena-uluslararasi-fotograf-yarismasi-kazananlari/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/","1","Indexable","","https://sanatkaravani.com/geride-kalanlarin-yolculugu-drive-my-car/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/figencelebi/","1","Indexable","","https://sanatkaravani.com/author/figencelebi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/figencelebi/page/2/","","",""
"https://sanatkaravani.com/yasama-istegi-uzerine-matt-haig/","1","Indexable","","https://sanatkaravani.com/yasama-istegi-uzerine-matt-haig/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/70ler-80ler-ve-90larin-populer-yabanci-sarkilari/","1","Indexable","","https://sanatkaravani.com/70ler-80ler-ve-90larin-populer-yabanci-sarkilari/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/kubragaburga/","1","Indexable","","https://sanatkaravani.com/author/kubragaburga/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/kubragaburga/page/2/","","",""
"https://sanatkaravani.com/italyan-yeni-gercekciliginde-bir-fotografci-mario-de-biasi/","1","Indexable","","https://sanatkaravani.com/italyan-yeni-gercekciliginde-bir-fotografci-mario-de-biasi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/gonul-ehli-bir-grunger-dervis-eddie-vedder/","1","Indexable","","https://sanatkaravani.com/gonul-ehli-bir-grunger-dervis-eddie-vedder/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/aylinasar/","1","Indexable","","https://sanatkaravani.com/author/aylinasar/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/aylinasar/page/2/","","",""
"https://sanatkaravani.com/humanist-fotografciligin-yaratici-kadini-sabine-weiss/","1","Indexable","","https://sanatkaravani.com/humanist-fotografciligin-yaratici-kadini-sabine-weiss/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/buyulu-gercekligin-pesinde-bir-yazar-mo-yan/","1","Indexable","","https://sanatkaravani.com/buyulu-gercekligin-pesinde-bir-yazar-mo-yan/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/edebiyat/","1","Indexable","","https://sanatkaravani.com/category/edebiyat/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/edebiyat/page/2/","","",""
"https://sanatkaravani.com/zebercet-ya-da-modern-dekadansin-oykusu/","1","Indexable","","https://sanatkaravani.com/zebercet-ya-da-modern-dekadansin-oykusu/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/yalnizlik-varolussaldir-peyami-safa/","1","Indexable","","https://sanatkaravani.com/yalnizlik-varolussaldir-peyami-safa/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/alternatif-bagimsiz-sarki-listesi/","1","Indexable","","https://sanatkaravani.com/alternatif-bagimsiz-sarki-listesi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/","1","Indexable","","https://sanatkaravani.com/modern-dunyada-vampir-olmak-yalniz-asiklar-hayatta-kalir/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/lidya/","1","Indexable","","https://sanatkaravani.com/author/lidya/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/lidya/page/2/","","",""
"https://sanatkaravani.com/author/sevilates/","1","Indexable","","https://sanatkaravani.com/author/sevilates/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/sevilates/page/2/","","",""
"https://sanatkaravani.com/category/seyahat/","1","Indexable","","https://sanatkaravani.com/category/seyahat/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/seyahat/page/2/","","",""
"https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/","1","Indexable","","https://sanatkaravani.com/savasin-ve-yikimlarin-ortasinda-bir-fotografci-dmitri-kessel/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/yazarlik-basvurusu/","1","Indexable","","https://sanatkaravani.com/yazarlik-basvurusu/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/dogu-asyanin-ilginc-mimarisi-bilim-cagi-guangzhou/","1","Indexable","","https://sanatkaravani.com/dogu-asyanin-ilginc-mimarisi-bilim-cagi-guangzhou/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/bir-ortacag-kilisesi-bernardine/","1","Indexable","","https://sanatkaravani.com/bir-ortacag-kilisesi-bernardine/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/thomas-jorionun-gozunden-terk-edilmis-saraylar/","1","Indexable","","https://sanatkaravani.com/thomas-jorionun-gozunden-terk-edilmis-saraylar/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/mimari/page/2/","1","Indexable","","https://sanatkaravani.com/category/mimari/page/2/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://sanatkaravani.com/category/mimari/","",""
"https://sanatkaravani.com/avrupanin-en-bilinen-15-kilisesi/","1","Indexable","","https://sanatkaravani.com/avrupanin-en-bilinen-15-kilisesi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/utkukahraman/","1","Indexable","","https://sanatkaravani.com/author/utkukahraman/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/utkukahraman/page/2/","","",""
"https://sanatkaravani.com/eyfel-kulesini-satan-bir-dolandirici-victor-lustig/","1","Indexable","","https://sanatkaravani.com/eyfel-kulesini-satan-bir-dolandirici-victor-lustig/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/etiyopyanin-kudusu-lalibela-kaya-oyma-kiliseleri/","1","Indexable","","https://sanatkaravani.com/etiyopyanin-kudusu-lalibela-kaya-oyma-kiliseleri/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/yasam/","1","Indexable","","https://sanatkaravani.com/category/yasam/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/yasam/page/2/","","",""
"https://sanatkaravani.com/author/oykumkutuk/","1","Indexable","","https://sanatkaravani.com/author/oykumkutuk/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/oykumkutuk/page/2/","","",""
"https://sanatkaravani.com/gecmisten-gunumuze-sanat-akimlari/","1","Indexable","","https://sanatkaravani.com/gecmisten-gunumuze-sanat-akimlari/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/seymaizler/","1","Indexable","","https://sanatkaravani.com/author/seymaizler/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/oyle-olmak-mi-oyle-gozukmek-mi-berlin-katedrali/","1","Indexable","","https://sanatkaravani.com/oyle-olmak-mi-oyle-gozukmek-mi-berlin-katedrali/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/kadimlerin-sistine-sapeli-amazonun-uyur-guzeli/","1","Indexable","","https://sanatkaravani.com/kadimlerin-sistine-sapeli-amazonun-uyur-guzeli/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/sanat-karavani/","1","Indexable","","https://sanatkaravani.com/tag/sanat-karavani/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/sanat-karavani/page/2/","","",""
"https://sanatkaravani.com/tag/fotograf/","1","Indexable","","https://sanatkaravani.com/tag/fotograf/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/fotograf/page/2/","","",""
"https://sanatkaravani.com/tag/ferdinando-scianna/","1","Indexable","","https://sanatkaravani.com/tag/ferdinando-scianna/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/sanat/","1","Indexable","","https://sanatkaravani.com/tag/sanat/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/sanat/page/2/","","",""
"https://sanatkaravani.com/tag/another-round/","1","Indexable","","https://sanatkaravani.com/tag/another-round/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/korkutuk/","1","Indexable","","https://sanatkaravani.com/tag/korkutuk/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/film/","1","Indexable","","https://sanatkaravani.com/tag/film/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/film/page/2/","","",""
"https://sanatkaravani.com/tag/muzik/","1","Indexable","","https://sanatkaravani.com/tag/muzik/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/muzik/page/2/","","",""
"https://sanatkaravani.com/tag/anna-maria-van-giersbergen/","1","Indexable","","https://sanatkaravani.com/tag/anna-maria-van-giersbergen/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/anneke/","1","Indexable","","https://sanatkaravani.com/tag/anneke/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/yil-biterken-2021-enleri/","1","Indexable","","https://sanatkaravani.com/yil-biterken-2021-enleri/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/edebiyat/","1","Indexable","","https://sanatkaravani.com/tag/edebiyat/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/tag/edebiyat/page/2/","","",""
"https://sanatkaravani.com/tag/alper-tuzcu/","1","Indexable","","https://sanatkaravani.com/tag/alper-tuzcu/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/fotograflar-her-seyi-eskitir-robert-frank/","1","Indexable","","https://sanatkaravani.com/fotograflar-her-seyi-eskitir-robert-frank/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/louis-aragon/","1","Indexable","","https://sanatkaravani.com/tag/louis-aragon/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/netflix-turkiye-ekim-2021-takvimi/","1","Indexable","","https://sanatkaravani.com/netflix-turkiye-ekim-2021-takvimi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/bir-intikam-hikayesi-alef/","1","Indexable","","https://sanatkaravani.com/bir-intikam-hikayesi-alef/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/dizi/","1","Indexable","","https://sanatkaravani.com/category/dizi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/dizi/page/2/","","",""
"https://sanatkaravani.com/2021-drone-fotograf-yarismasindan-odullu-kareler/","1","Indexable","","https://sanatkaravani.com/2021-drone-fotograf-yarismasindan-odullu-kareler/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/jean-rhys/","1","Indexable","","https://sanatkaravani.com/tag/jean-rhys/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/emil-otto-hoppe/","1","Indexable","","https://sanatkaravani.com/tag/emil-otto-hoppe/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/hayata-tutunmaya-calisanlarin-sesi-ken-loach/","1","Indexable","","https://sanatkaravani.com/hayata-tutunmaya-calisanlarin-sesi-ken-loach/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/dream-theather/","1","Indexable","","https://sanatkaravani.com/tag/dream-theather/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/space-dye-vest/","1","Indexable","","https://sanatkaravani.com/tag/space-dye-vest/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/beni-olmak-acisiyla-yalniz-birak-sohrab-sepehri/","1","Indexable","","https://sanatkaravani.com/beni-olmak-acisiyla-yalniz-birak-sohrab-sepehri/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/scenes-from-a-memory/","1","Indexable","","https://sanatkaravani.com/tag/scenes-from-a-memory/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/genis-genis-bir-deniz/","1","Indexable","","https://sanatkaravani.com/tag/genis-genis-bir-deniz/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/cigdem-aslan/","1","Indexable","","https://sanatkaravani.com/tag/cigdem-aslan/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tam-70-yil-oldu-yilan-hala-olmedi-yasar-kemal-yilani-oldurseler/","1","Indexable","","https://sanatkaravani.com/tam-70-yil-oldu-yilan-hala-olmedi-yasar-kemal-yilani-oldurseler/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/dunyanin-gunumuzdeki-en-unlu-20-lokasyonu/","1","Indexable","","https://sanatkaravani.com/dunyanin-gunumuzdeki-en-unlu-20-lokasyonu/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/progresif-rock/","1","Indexable","","https://sanatkaravani.com/tag/progresif-rock/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/izlemeye-doyamadigimiz-30-cnbc-e-dizisi/","1","Indexable","","https://sanatkaravani.com/izlemeye-doyamadigimiz-30-cnbc-e-dizisi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/liste/page/2/","1","Indexable","","https://sanatkaravani.com/category/liste/page/2/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/category/liste/page/3/","https://sanatkaravani.com/category/liste/","",""
"https://sanatkaravani.com/italyanin-az-bilinen-7-sahil-kasabasi/","1","Indexable","","https://sanatkaravani.com/italyanin-az-bilinen-7-sahil-kasabasi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/izlemeniz-gereken-10-bilim-kurgu-dizisi/","1","Indexable","","https://sanatkaravani.com/izlemeniz-gereken-10-bilim-kurgu-dizisi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tarihe-damga-vurmus-en-unlu-20-heykel/","1","Indexable","","https://sanatkaravani.com/tarihe-damga-vurmus-en-unlu-20-heykel/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tum-zamanlarin-en-unlu-20-ressami-ve-populer-tablolari/","1","Indexable","","https://sanatkaravani.com/tum-zamanlarin-en-unlu-20-ressami-ve-populer-tablolari/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/gecmisten-gunumuze-efsanevi-yonetmenler-ve-filmleri/","1","Indexable","","https://sanatkaravani.com/gecmisten-gunumuze-efsanevi-yonetmenler-ve-filmleri/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/liste/page/3/","1","Indexable","","https://sanatkaravani.com/category/liste/page/3/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://sanatkaravani.com/category/liste/page/2/","",""
"https://sanatkaravani.com/tag/papa-emeritus/","1","Indexable","","https://sanatkaravani.com/tag/papa-emeritus/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/ghost-band/","1","Indexable","","https://sanatkaravani.com/tag/ghost-band/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/evreni-anlamaniza-yardimci-olacak-25-populer-bilim-kitabi/","1","Indexable","","https://sanatkaravani.com/evreni-anlamaniza-yardimci-olacak-25-populer-bilim-kitabi/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/mimar-sinan/","1","Indexable","","https://sanatkaravani.com/tag/mimar-sinan/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/tag/istanbul/","1","Indexable","","https://sanatkaravani.com/tag/istanbul/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/bilim/","1","Indexable","","https://sanatkaravani.com/category/bilim/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/janberkatici/","1","Indexable","","https://sanatkaravani.com/author/janberkatici/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/safakgulpinar/","1","Indexable","","https://sanatkaravani.com/author/safakgulpinar/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/alikaptan/","0","Non-Indexable","noindex","","","noindex, follow","","","","",""
"https://sanatkaravani.com/author/pinardemir/","1","Indexable","","https://sanatkaravani.com/author/pinardemir/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/soykankomurcu/","0","Non-Indexable","noindex","","","noindex, follow","","","","",""
"https://sanatkaravani.com/author/aslihanyildiz/","1","Indexable","","https://sanatkaravani.com/author/aslihanyildiz/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","https://sanatkaravani.com/author/aslihanyildiz/page/2/","","",""
"https://sanatkaravani.com/var-olmak-dayanilmaz-bir-agirliktir-kefernahum/","1","Indexable","","https://sanatkaravani.com/var-olmak-dayanilmaz-bir-agirliktir-kefernahum/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/author/haticeuzunoglu/","1","Indexable","","https://sanatkaravani.com/author/haticeuzunoglu/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/ulasilamayacak-bir-hayalin-pesinden-kosmak-david-lynch/","1","Indexable","","https://sanatkaravani.com/ulasilamayacak-bir-hayalin-pesinden-kosmak-david-lynch/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/olum-huzura-giden-yoldur-the-fountain-kaynak/","1","Indexable","","https://sanatkaravani.com/olum-huzura-giden-yoldur-the-fountain-kaynak/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/var-olmanin-mutsuzlugu-uzerine-bir-film-sonsuzluk-uzerine/","1","Indexable","","https://sanatkaravani.com/var-olmanin-mutsuzlugu-uzerine-bir-film-sonsuzluk-uzerine/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/filme-gitmeden-once-dune-evreni/","1","Indexable","","https://sanatkaravani.com/filme-gitmeden-once-dune-evreni/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/isigin-getirdigi-olum-the-lighthouse/","1","Indexable","","https://sanatkaravani.com/isigin-getirdigi-olum-the-lighthouse/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","","",""
"https://sanatkaravani.com/category/fotograf/page/14/","1","Indexable","","https://sanatkaravani.com/category/fotograf/page/14/","","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://sanatkaravani.com/category/fotograf/page/13/","",""
